pathway	NES	padj	patient_id
Comm_7	2.2392888347535354	1.7452967341505873e-5	TCGA-3C-AAAU
Comm_5	1.930999051758535	0.004457826305073302	TCGA-3C-AALI
Comm_3	1.8079961435792438	0.007413400949110455	TCGA-3C-AALJ
Comm_5	2.0776902291467993	2.601172447458173e-4	TCGA-3C-AALK
Comm_5	2.1308268959102374	6.903388530698502e-5	TCGA-4H-AAAK
Comm_3	2.3087560926546797	4.251546312095262e-6	TCGA-5L-AAT0
Comm_5	1.9281761606944725	0.002457571489903033	TCGA-5L-AAT1
Comm_5	1.7675217732317043	0.00945036078277266	TCGA-5T-A9QA
Comm_3	2.037119317910879	8.538635990530958e-4	TCGA-A1-A0SD
Comm_5	2.181974476750993	1.5589350824073723e-5	TCGA-A1-A0SE
Comm_5	2.0720409454615445	3.081293039434884e-4	TCGA-A1-A0SF
Comm_3	2.0674169923547683	4.32194605493885e-4	TCGA-A1-A0SG
Comm_5	2.095271108657267	1.1636452378485968e-4	TCGA-A1-A0SH
Comm_5	1.967279749238385	0.003771455076032779	TCGA-A1-A0SI
Comm_7	1.8657473169650198	0.002243122254460233	TCGA-A1-A0SJ
Comm_5	2.0538910891390203	1.7903821614730946e-4	TCGA-A1-A0SM
Comm_7	1.812635308915663	0.005097535603574535	TCGA-A1-A0SN
Comm_2	1.8892007925779437	0.004873626521001658	TCGA-A1-A0SO
Comm_2	1.8473638488827382	0.01152304495951812	TCGA-A1-A0SP
Comm_3	1.8374170385535387	0.003343212337472779	TCGA-A1-A0SQ
Comm_5	2.1796100960559524	1.0863882158522772e-4	TCGA-A2-A04N
Comm_2	1.8032177586666682	0.0195553837998947	TCGA-A2-A04P
Comm_2	1.8068143550315454	0.021693605400908797	TCGA-A2-A04Q
Comm_7	2.0513418777276913	1.3067168294418076e-4	TCGA-A2-A04R
Comm_2	1.9376702971948798	0.0011665201365623854	TCGA-A2-A04T
Comm_2	1.842559993308465	0.024460623468537186	TCGA-A2-A04U
Comm_3	2.293997831426899	1.4547998424978557e-7	TCGA-A2-A04V
Comm_5	1.8945251525605142	0.001558053456975608	TCGA-A2-A04W
Comm_5	2.001591967688001	7.543763738715595e-4	TCGA-A2-A04X
Comm_3	1.9365293700116033	0.003382619230647714	TCGA-A2-A04Y
Comm_3	2.027485223901146	7.360513382638108e-4	TCGA-A2-A0CK
Comm_7	1.9085944509465584	0.004748240170438059	TCGA-A2-A0CL
Comm_2	2.0040691269854065	9.535464046754027e-5	TCGA-A2-A0CM
Comm_5	2.1464983647656717	5.200535001705538e-4	TCGA-A2-A0CO
Comm_5	2.091942049496298	4.6086842584832684e-4	TCGA-A2-A0CP
Comm_7	2.206771307489103	8.222969613438576e-5	TCGA-A2-A0CQ
Comm_7	2.1422979172180487	4.5297303691253706e-4	TCGA-A2-A0CR
Comm_7	1.9554128444168193	4.219967552518945e-4	TCGA-A2-A0CS
Comm_5	1.7300889066460092	0.020651861424577218	TCGA-A2-A0CT
Comm_3	2.225739517144755	1.579180992568507e-5	TCGA-A2-A0CU
Comm_5	2.112608223225545	7.803656538082379e-4	TCGA-A2-A0CV
Comm_3	1.8923649311248985	0.004020437336786802	TCGA-A2-A0CW
