pathway	NES	padj	patient_id
Comm_7	2.335403663025626	7.335186187315284e-6	TCGA-3C-AAAU
Comm_5	1.9867271001415567	0.0027363360714513416	TCGA-3C-AALI
Comm_7	1.80104218332064	0.004867891908879762	TCGA-3C-AALJ
Comm_5	2.1205739950915192	6.988302457820656e-5	TCGA-3C-AALK
Comm_5	2.1731434596533643	1.557120256933091e-5	TCGA-4H-AAAK
Comm_5	2.1020761898000035	7.277507469155767e-5	TCGA-5L-AAT0
Comm_5	1.9943100676731325	3.050896585880116e-4	TCGA-5L-AAT1
Comm_3	1.8114425748804983	0.0012201442127810526	TCGA-5T-A9QA
Comm_1	1.7522885027783448	0.028623617752592374	TCGA-A1-A0SB
Comm_5	2.1111786518788263	1.7545367602122284e-4	TCGA-A1-A0SD
Comm_5	2.2167905972511384	7.0494047184964e-6	TCGA-A1-A0SE
Comm_5	2.124919908973275	1.9889020848726807e-4	TCGA-A1-A0SF
Comm_3	2.145364889761116	1.1749160511629194e-4	TCGA-A1-A0SG
Comm_5	2.1390194275639045	5.500603856360927e-5	TCGA-A1-A0SH
Comm_5	1.977428913356077	0.0024397981677258223	TCGA-A1-A0SI
Comm_5	2.0025812820157403	3.2588234400509724e-4	TCGA-A1-A0SJ
Comm_5	1.9995538542223936	4.5148629359855494e-4	TCGA-A1-A0SM
Comm_1	1.8812911059933395	0.00128403414659128	TCGA-A1-A0SN
Comm_2	2.082621842464872	1.196984271231372e-4	TCGA-A1-A0SO
Comm_4	1.87379310819207	0.003632218710926779	TCGA-A1-A0SP
Comm_5	1.8402672984748092	0.002894692128993488	TCGA-A1-A0SQ
Comm_5	2.192312394567726	5.6799510875372086e-5	TCGA-A2-A04N
Comm_2	2.021834175627772	0.001082859954513412	TCGA-A2-A04P
Comm_2	1.9604783946558275	0.003305383293657787	TCGA-A2-A04Q
Comm_7	2.0646518595295174	2.341544300639089e-5	TCGA-A2-A04R
Comm_2	2.0061716669926737	0.001856217822429289	TCGA-A2-A04T
Comm_2	2.0623969597069065	7.563733367643683e-4	TCGA-A2-A04U
Comm_3	2.1243828019097895	6.113180981520339e-6	TCGA-A2-A04V
Comm_5	1.9146251049708303	0.002598990411637835	TCGA-A2-A04W
Comm_5	2.0223764802717112	8.347658050155392e-4	TCGA-A2-A04X
